NRO;CAP_;CDL;CAT_;PREP_;LOGRADOURO;LOTE;REFERENCIA;PASSEIO;AREA_AZUL;OBSERVACAO;AV_STATUS;AV_SCORE;AV_SIDE;LATITUDE;LONGITUDE
520;2;7977192;R;;AUGUSTO PESTANA;146;;;;;M;100;L;-30,03853115;-51,20886881
521;2;7977192;R;;AUGUSTO PESTANA;72;;;;;M;100;L;-30,0377427;-51,20900733
522;2;7876071;AV;;VENANCIO AIRES;1191;;x;;;M;100;R;-30,03707957;-51,2092837
523;3;7978125;R;;RAMIRO BARCELOS;2059;;;x;;M;100;R;-30,03700622;-51,20836666
524;3;7978125;R;;RAMIRO BARCELOS;2147;;;x;;M;100;R;-30,03822477;-51,20831724
525;3;7978125;R;;RAMIRO BARCELOS;2231;;;x;;M;100;R;-30,03890848;-51,20828474
526;2;7978125;R;;RAMIRO BARCELOS;2309;;x;;;M;100;R;-30,03936164;-51,20826316
527;2;7978125;R;;RAMIRO BARCELOS;2371;;;;;M;100;R;-30,04010158;-51,20822376
528;2;7978125;R;;RAMIRO BARCELOS;2471;;;;;M;100;R;-30,04109109;-51,20817075
529;2;7978125;R;;RAMIRO BARCELOS;2531;;;;;M;100;R;-30,04165888;-51,20814541
530;2;7976137;TRAV;;FERREIRA DE ABREU;129;;;;;M;100;R;-30,04141859;-51,20865794
531;2;7976137;TRAV;;FERREIRA DE ABREU;51;;;;;M;100;R;-30,04021445;-51,20877407
532;2;7976103;AV;;JERONIMO DE ORNELAS;670;;;;;M;100;L;-30,03999826;-51,20878614
533;2;7977184;R;;JACINTO GOMES;279;;;;;M;100;R;-30,04001077;-51,20931149
534;2;7977184;R;;JACINTO GOMES;365;;;;;M;100;R;-30,04081741;-51,2092168
535;2;7977184;R;;JACINTO GOMES;439;;;;;M;100;R;-30,04176032;-51,20910722
536;2;7976103;AV;;JERONIMO DE ORNELAS;539;;;;;M;100;R;-30,04067436;-51,2098031
537;2;7977234;R;;SANTA TEREZINHA;482;;;;;M;100;L;-30,04133885;-51,20992337
538;2;7977234;R;;SANTA TEREZINHA;366;;;;;M;100;L;-30,04043256;-51,21009683
539;2;7977234;R;;SANTA TEREZINHA;288;;;;;M;100;L;-30,03973107;-51,21024215
540;2;7977200;R;;VIEIRA DE CASTRO;366;;;;;M;100;L;-30,04100499;-51,2105257
541;2;7976178;R;;GEN JACINTO OSORIO;150;;;;;M;100;L;-30,04078097;-51,21080428
542;2;7976178;R;;GEN JACINTO OSORIO;24;;;;;M;100;L;-30,0415074;-51,21218332
543;2;7976103;AV;;JERONIMO DE ORNELAS;307;;;;;M;100;R;-30,04192101;-51,21192942
544;2;7976186;R;;ENG VESPUCIO DE ABREU;59;;;;;M;100;R;-30,04214978;-51,21067729
545;2;7976103;AV;;JERONIMO DE ORNELAS;399;;;;;M;100;R;-30,0414521;-51,21113024
546;2;7977200;R;;VIEIRA DE CASTRO;481;;;;;M;100;R;-30,04187625;-51,20990289
547;3;7977200;R;;VIEIRA DE CASTRO;280;;;;;M;100;L;-30,04029698;-51,2110774
548;2;7876089;R;;OLAVO BILAC;823;;;;;M;100;R;-30,03998803;-51,21182156
549;2;7976202;R;;SANTANA;242;;;;Alterado em 21/06/11 da Olavo Bilac numero 715 pa;M;100;L;-30,04074258;-51,21306869
550;2;7976202;R;;SANTANA;292;;;;;M;100;L;-30,04120266;-51,21274141
551;2;7976202;R;;SANTANA;315;;;;;M;100;R;-30,04180064;-51,21241369
552;2;7976202;R;;SANTANA;215;;x;;;M;100;R;-30,04069617;-51,21319956
553;2;7876089;R;;OLAVO BILAC;596;;;;;M;100;L;-30,04101419;-51,21371262
554;2;7876089;R;;OLAVO BILAC;516;;;;;M;100;L;-30,04140928;-51,2143872
555;2;7976087;R;;IGNACIO MONTANHA;74;;;;;M;100;L;-30,04197141;-51,21401157
556;2;7976087;R;;IGNACIO MONTANHA;150;Ao lado 140;;;;U;0;;;
557;2;7876105;R;;LOBO DA COSTA;431;;;;;M;100;R;-30,04244965;-51,21439967
558;2;7877186;AV;;JOAO PESSOA;1364;;x;;;M;100;L;-30,04309785;-51,21489325
559;2;7876121;R;;DR SEBASTIAO LEAO;321;;x;;;M;100;R;-30,04351781;-51,21462938
560;2;7877186;AV;;JOAO PESSOA;1282;Frente ï¾… Panambra;x;;danificado acid em 21/07 permanece;M;100;L;-30,04245305;-51,21537654
561;2;7976335;AV;DA;AZENHA;155;;;;;M;100;R;-30,04528945;-51,214181
562;2;7976335;AV;DA;AZENHA;239;;;;;M;100;R;-30,04614927;-51,2140041
563;2;7976335;AV;DA;AZENHA;305;;;;;M;100;R;-30,04677269;-51,21387026
564;2;7976103;AV;;JERONIMO DE ORNELAS;49;Lado oposto 48;;;;M;100;R;-30,0432878;-51,21425369
565;2;7976103;AV;;JERONIMO DE ORNELAS;135;;;;;M;100;R;-30,04290851;-51,21363358
566;2;7976103;AV;;JERONIMO DE ORNELAS;241;;x;;;M;100;R;-30,04233235;-51,21264114
567;2;7976103;AV;;JERONIMO DE ORNELAS;188;;;;;M;100;L;-30,04233647;-51,21279907
568;2;7976202;R;;SANTANA;466;;;;;M;100;L;-30,04241307;-51,21188266
569;2;7976251;R;;LAURINDO;232;;;;;M;100;L;-30,04300234;-51,21170502
570;2;7976251;R;;LAURINDO;148;;;;;M;100;L;-30,04337138;-51,21259378
571;2;7976251;R;;LAURINDO;52;;;;;M;100;L;-30,04379314;-51,21360951
572;3;7976244;AV;;PIRATINI;76;Esc. Julio de Cast. proximo ï¾… curv;;;;M;100;L;-30,04423333;-51,21349422
573;2;7976244;AV;;PIRATINI;109;;;;;M;100;R;-30,04443378;-51,21328034
574;2;7877186;AV;;JOAO PESSOA;1863;Est. Perpend. No canteiro central;;;;M;100;R;-30,04586336;-51,21282959
575;2;7976210;R;;LUIZ MANOEL;5;Em frente a escola;;;;M;100;R;-30,04593624;-51,21257946
576;2;7976210;R;;LUIZ MANOEL;55;;;;;M;100;R;-30,04540004;-51,21156931
577;2;7976293;R;;DELEGADO GRANT;12;;;;;M;100;L;-30,04560199;-51,21092833
578;2;7976210;R;;LUIZ MANOEL;121;;;;;M;100;R;-30,0449369;-51,21072073
579;2;7976202;R;;SANTANA;688;;;;;M;100;L;-30,04401452;-51,21075182
580;2;7976202;R;;SANTANA;667;;;;;M;100;R;-30,04394592;-51,21089759
581;2;7976202;R;;SANTANA;640;Ao lado 646;x;;;M;100;L;-30,04369289;-51,21097886
582;2;7976202;R;;SANTANA;570;Ao lado 578;x;;;M;100;L;-30,04322385;-51,21130997
583;2;7976202;R;;SANTANA;523;;;;;M;100;R;-30,0430338;-51,21154147
584;2;7976251;R;;LAURINDO;355;;;;;M;100;R;-30,04259119;-51,21077142
585;2;7977234;R;;SANTA TEREZINHA;590;;;;;M;100;L;-30,04290492;-51,2096598
586;2;7977234;R;;SANTA TEREZINHA;642;;;;;M;100;L;-30,04331643;-51,20959668
587;2;7977184;R;;JACINTO GOMES;597;;;;;M;100;R;-30,0430951;-51,20894952
588;2;7977184;R;;JACINTO GOMES;515;;;;;M;100;R;-30,04247443;-51,20902362
589;2;7976053;TRAV;;BORGES FORTES;45;Lado oposto 46;;;;M;100;R;-30,04227719;-51,20850803
590;3;7976301;R;;DR OLINTO DE OLIVEIRA;100;Esq. Jacinto Gomes;;;;M;100;L;-30,04441749;-51,20873757
591;2;7977184;R;;JACINTO GOMES;683;;;;;M;100;R;-30,04408624;-51,20882687
592;3;7977234;R;;SANTA TEREZINHA;701;Lado oposto 700;;;;M;100;R;-30,04350068;-51,20965051
593;3;7976301;R;;DR OLINTO DE OLIVEIRA;70;Lado oposto 66;;;;M;100;L;-30,04463764;-51,20913704
594;2;7976202;R;;SANTANA;762;;x;;;M;100;L;-30,04451036;-51,21040179
595;2;7976202;R;;SANTANA;807;;x;;;M;100;R;-30,04543977;-51,20983555
596;2;7775026;AV;;IPIRANGA;1500;;x;;;M;100;L;-30,0467328;-51,21212135
597;2;7877186;AV;;JOAO PESSOA;1914;;;;;M;100;L;-30,04642748;-51,21229285
598;2;7775026;AV;;IPIRANGA;1450;;x;;;M;100;L;-30,04709904;-51,21287312
599;2;7775026;AV;;IPIRANGA;1400;Esq. Aazenha;x;;;M;100;L;-30,04730123;-51,21370014
600;2;7775026;AV;;IPIRANGA;1280;Esq. Lima e Silva;x;;;M;100;L;-30,04744572;-51,21480613
601;2;7877228;R;;GEN LIMA E SILVA;1704;;;;;M;100;L;-30,04688108;-51,21489707
602;2;7877228;R;;GEN LIMA E SILVA;1616;;;;;M;100;L;-30,04600118;-51,2151827
603;2;7877228;R;;GEN LIMA E SILVA;1510;Lado oposto 1509;;;;M;100;L;-30,04496659;-51,21551575
604;2;7877228;R;;GEN LIMA E SILVA;1440;;x;;;M;100;L;-30,04429045;-51,21597271
605;2;7876121;R;;DR SEBASTIAO LEAO;245;;x;;;M;100;R;-30,04406339;-51,21556903
606;2;7877186;AV;;JOAO PESSOA;1401;;x;;;M;100;R;-30,04339183;-51,21477398
607;2;7876105;R;;LOBO DA COSTA;301;Ao lado 299;;;;M;100;R;-30,04300749;-51,21533556
608;2;7876105;R;;LOBO DA COSTA;227;;;;;M;100;R;-30,04353448;-51,21622939
609;2;7876105;R;;LOBO DA COSTA;165;;;;;M;100;R;-30,04385447;-51,21677436
610;2;7877228;R;;GEN LIMA E SILVA;1282;Lado oposto 1281;;;;U;0;;;
611;2;7876089;R;;OLAVO BILAC;206;;;;;M;100;L;-30,04308198;-51,21723066
612;2;7877228;R;;GEN LIMA E SILVA;1196;;;;;M;100;L;-30,04237494;-51,2173998
613;2;7876089;R;;OLAVO BILAC;254;;;;;M;100;L;-30,04287793;-51,21688227
614;2;7876089;R;;OLAVO BILAC;312;;;;;M;100;L;-30,04253525;-51,21629208
615;2;7877186;AV;;JOAO PESSOA;1239;;;;;M;100;R;-30,04215844;-51,21569957
616;2;7877186;AV;;JOAO PESSOA;1282;;;;;M;100;L;-30,04245305;-51,21537654
617;2;7877186;AV;;JOAO PESSOA;1327;;x;;;M;100;R;-30,04284694;-51,21517822
618;2;7876121;R;;DR SEBASTIAO LEAO;171;;x;;;M;100;R;-30,04440569;-51,21617591
619;2;7876121;R;;DR SEBASTIAO LEAO;111;Lado oposto 110;;;;M;100;R;-30,04500143;-51,21720783
620;2;7976145;R;;OTTO ERNST MEYER;123;;;;;M;100;R;-30,04575975;-51,21617101
621;2;7976145;R;;OTTO ERNST MEYER;95;;;;;M;100;R;-30,04597219;-51,21608265
622;2;7976079;R;;JOAO NEVES DA FONTOURA;193;Frente ï¾… Otto Ernst Meyer;;;;M;100;R;-30,04687719;-51,21530709
623;3;7976061;R;;JOSE HONORATO DOS SANTOS;100;;;;;M;100;L;-30,04621986;-51,21652682
624;2;7976079;R;;JOAO NEVES DA FONTOURA;15;Fundos EPTC;;;;M;100;R;-30,04712;-51,217248
625;2;7775026;AV;;IPIRANGA;1090;;x;;;M;100;L;-30,04778886;-51,21745218
626;2;7775026;AV;;IPIRANGA;906;;x;;;M;100;L;-30,04794549;-51,21876883
627;2;7775026;AV;;IPIRANGA;740;;x;;;M;100;L;-30,04809176;-51,2209003
628;2;7775026;AV;;IPIRANGA;694;;x;;;M;100;L;-30,04807005;-51,22147307
629;2;7876220;AV;;GETULIO VARGAS;369;Ao lado 379;x;;;M;100;R;-30,04761869;-51,22153033
630;3;7775026;AV;;IPIRANGA;600;Ao lado 572;;;;M;100;L;-30,04800104;-51,22236067
631;3;7775026;AV;;IPIRANGA;490;;;;;M;100;L;-30,04790209;-51,22357196
632;3;7775026;AV;;IPIRANGA;332;Ao lado 322;;;;M;100;L;-30,04778903;-51,22498063
633;3;7775026;AV;;IPIRANGA;310;;;;;M;100;L;-30,04777301;-51,22518163
634;2;7876303;R;;DEZESSETE DE JUNHO;387;;;;;M;100;R;-30,04714041;-51,22590799
635;2;7876246;R;;BARONEZA DO GRAVATAI;640;;;;;M;100;L;-30,0465988;-51,22574943
636;2;7876303;R;;DEZESSETE DE JUNHO;391;;;;;M;100;R;-30,04714792;-51,22581817
637;2;7876303;R;;DEZESSETE DE JUNHO;465;;;;;M;100;R;-30,04722461;-51,22490373
638;2;7876303;R;;DEZESSETE DE JUNHO;529;;;;;M;100;R;-30,04729092;-51,22411286
639;2;7876287;R;;MUCIO TEIXEIRA;241;;;;;M;100;R;-30,04656023;-51,22382399
640;2;7876303;R;;DEZESSETE DE JUNHO;629;;;;;M;100;R;-30,04737828;-51,22308864
641;2;7876303;R;;DEZESSETE DE JUNHO;721;;;;;M;100;R;-30,04747256;-51,22198843
642;2;7876220;AV;;GETULIO VARGAS;327;;;;;M;100;R;-30,04740949;-51,22150155
643;2;7876303;R;;DEZESSETE DE JUNHO;811;;;;;M;100;R;-30,04751826;-51,22145281
644;2;7876303;R;;DEZESSETE DE JUNHO;879;;;;;M;100;R;-30,04762367;-51,22010317
645;2;7876196;R;;MARECHAL SETEMBRINO DE CARVALHO;225;Fundos Centro Mun. De Cultura;;;;U;0;;;
646;2;7876170;R;;ALM. ALVARO A DA MOTTA E SILVA;52;;;;;M;100;L;-30,04523026;-51,22028058
647;2;7876170;R;;ALM. ALVARO A DA MOTTA E SILVA;147;;;;;M;100;R;-30,0459474;-51,22046626
648;3;7876170;R;;ALM. ALVARO A DA MOTTA E SILVA;190;Fundos do Gin. Tesourinha;;;;M;100;L;-30,04631588;-51,22043333
649;2;7776081;AV;;AURELIANO DE FIGUEIREDO PINTO;975;Ao lado 965;x;;;M;100;R;-30,04386432;-51,22112727
650;2;7876279;R;;BARAO DO GRAVATAI;762;;;;;M;100;L;-30,04482854;-51,22117007
651;2;7876220;AV;;GETULIO VARGAS;70;Ao lado 80;x;;;M;100;L;-30,04483226;-51,22106728
652;2;7876220;AV;;GETULIO VARGAS;143;;;;;M;100;R;-30,046269;-51,22134387
653;2;7876220;AV;;GETULIO VARGAS;162;;;;Relocado do 178 para 162 em 13/07;M;100;L;-30,0463441;-51,22127109
654;2;7876295;R;;CEL ANDRE BELO;728;;;;;M;100;L;-30,0464776;-51,22167897
655;2;7876220;AV;;GETULIO VARGAS;276;;;;;M;100;L;-30,04697011;-51,22135812
656;2;7876295;R;;CEL ANDRE BELO;650;;;;;M;100;L;-30,04637111;-51,22252372
657;2;7876295;R;;CEL ANDRE BELO;590;;;;;M;100;L;-30,0462892;-51,22317353
658;2;7876287;R;;MUCIO TEIXEIRA;135;;;;;M;100;R;-30,04576835;-51,22371203
659;2;7876295;R;;CEL ANDRE BELO;520;Ao lado 510;;;;M;100;L;-30,04620967;-51,22383584
660;2;7876287;R;;MUCIO TEIXEIRA;100;Ao lado 90;;;;M;100;L;-30,04527326;-51,22356
661;2;7876287;R;;MUCIO TEIXEIRA;43;;;;;M;100;R;-30,0446422;-51,22355626
662;2;7876279;R;;BARAO DO GRAVATAI;620;Lado oposto 619;;;;M;100;L;-30,04470234;-51,22230718
663;2;7876279;R;;BARAO DO GRAVATAI;680;Ao lado 690;;;;M;100;L;-30,04475566;-51,22182671
664;2;7876147;R;;QUATRO JACOS;40;Lado oposto 36;;;;M;100;L;-30,04430145;-51,22135256
665;2;7776081;AV;;AURELIANO DE FIGUEIREDO PINTO;964;;;;;M;100;L;-30,04371185;-51,22140217
666;2;7776081;AV;;AURELIANO DE FIGUEIREDO PINTO;892;;;;;M;100;L;-30,0435984;-51,22225849
667;2;7776081;AV;;AURELIANO DE FIGUEIREDO PINTO;806;;;;;M;100;L;-30,04352101;-51,22321519
668;2;7876063;R;;JOAQUIM NABUCO;490;Lado oposto 487;;;;M;100;L;-30,04302407;-51,22353389
669;2;7876063;R;;JOAQUIM NABUCO;406;;;;;M;100;L;-30,04258308;-51,22243273
670;2;7876063;R;;JOAQUIM NABUCO;320;;;;;M;100;L;-30,04224316;-51,22151059
671;2;7976012;R;;LOPO GONCALVES;506;;;;;M;100;L;-30,04190958;-51,22270819
672;2;7976012;R;;LOPO GONCALVES;600;;;;;M;100;L;-30,04220328;-51,22351788
673;2;7976012;R;;LOPO GONCALVES;674;;;;;M;100;L;-30,04250217;-51,22434164
674;3;7876113;R;;JORNAL DO BRASIL;111;;;;;M;100;R;-30,04711029;-51,21750545
675;2;7876154;AV;;ERICO VERISSIMO;15;EPTC;;;;M;100;R;-30,04405013;-51,22078869
676;2;7876154;AV;;ERICO VERISSIMO;20;Ginasio Tesourinha;;;;M;100;L;-30,04404675;-51,22066217
677;2;7876121;R;;DR SEBASTIAO LEAO;31;Lado oposto 32 (praca);x;;;M;100;R;-30,04520254;-51,21755569
678;2;7876105;R;;LOBO DA COSTA;19;;;;;M;100;R;-30,04466213;-51,21815478
679;2;7876105;R;;LOBO DA COSTA;109;Ao lado 99;;;;M;100;R;-30,04416426;-51,21730384
680;2;7877244;R;;JOSE DO PATROCINIO;1197;;x;;;M;100;R;-30,0442326;-51,21910811
681;2;7876089;R;;OLAVO BILAC;12;;;;;M;100;L;-30,04409851;-51,21895675
682;2;7876089;R;;OLAVO BILAC;126;;;;;M;100;L;-30,04350117;-51,21794244
683;2;7877244;R;;JOSE DO PATROCINIO;1091;Lado oposto 1090 (praca);;;;M;100;R;-30,04365833;-51,21954348
684;2;7876097;PCA;;GARIBALDI;22;;x;;;M;100;L;-30,04436239;-51,219245
685;2;7877244;R;;JOSE DO PATROCINIO;975;;;;;M;100;R;-30,04288364;-51,22020569
686;2;7877244;R;;JOSE DO PATROCINIO;913;;;;;M;100;R;-30,04239095;-51,22069697
687;2;7876071;AV;;VENANCIO AIRES;23;Ao lado 15;x;;;M;100;R;-30,04305696;-51,21957882
688;2;7876071;AV;;VENANCIO AIRES;113;;;;;M;100;R;-30,04257453;-51,21873623
689;2;7876071;AV;;VENANCIO AIRES;213;;;;;M;100;R;-30,04203849;-51,21780003
690;2;7876071;AV;;VENANCIO AIRES;168;;;;;M;100;L;-30,04224112;-51,2183048
691;2;7876071;AV;;VENANCIO AIRES;68;;;;;M;100;L;-30,04276732;-51,21922383
692;2;7876063;R;;JOAQUIM NABUCO;525;;;;;M;100;R;-30,04311868;-51,22380714
693;2;7876014;R;;JOAO ALFREDO;657;;;;;M;100;R;-30,04277301;-51,22435132
694;2;7876014;R;;JOAO ALFREDO;593;;;;;M;100;R;-30,04218316;-51,22482544
695;2;7876014;R;;JOAO ALFREDO;582;;;;;M;100;L;-30,04194393;-51,22486302
696;2;7877301;R;;LUIZ AFONSO;655;Ao lado 645;;;;U;0;;;
697;2;7877301;R;;LUIZ AFONSO;575;;;;;M;100;R;-30,04109196;-51,22440242
698;2;7876014;R;;JOAO ALFREDO;483;;;;;M;100;R;-30,04126084;-51,22527437
699;2;7876014;R;;JOAO ALFREDO;413;;;;;M;100;R;-30,04060702;-51,22567293
700;2;7877293;R;DA;REPUBLICA;650;;;;;M;100;L;-30,04026889;-51,22583195
701;2;7877293;R;DA;REPUBLICA;592;;;;;M;100;L;-30,03988888;-51,22528583
702;2;7876014;R;;JOAO ALFREDO;336;;;;;M;100;L;-30,04015391;-51,22608343
703;2;7876014;R;;JOAO ALFREDO;299;;;;;M;100;R;-30,03989196;-51,22649719
704;2;7877251;TRAV;DO;CARMO;205;;;;;M;100;R;-30,03940299;-51,22691784
705;2;7876014;R;;JOAO ALFREDO;187;DMAE;;;;M;100;R;-30,03931057;-51,22714663
706;2;7877251;TRAV;DO;CARMO;143;Lado oposto 142;;;;M;100;R;-30,03889974;-51,22650063
707;2;7677081;AV;;LOUREIRO DA SILVA;1530;;;;;M;100;L;-30,03758571;-51,22639944
708;3;7877509;VDT;DOS;ACORIANOS-ACESSO LESTE;21;"Na ""alca"" do viaduto";x;;;M;100;R;-30,0378743;-51,22723174
709;2;7778145;AV;;BORGES DE MEDEIROS;1210;;x;;;M;100;L;-30,03740166;-51,22815475
710;2;7778145;AV;;BORGES DE MEDEIROS;1133;;;x;;M;100;R;-30,03644432;-51,2281539
711;2;7777220;R;;CEL GENUINO;423;;;x;;M;100;R;-30,03705169;-51,2282219
712;2;7677107;R;;WASHINGTON LUIZ;1005;Lado oposto 1004;;;;M;100;R;-30,03740669;-51,2302403
713;2;7677081;AV;;LOUREIRO DA SILVA;945;Na divisa Cientec/Parobe;;;;M;100;R;-30,03840355;-51,22961751
714;2;7677107;R;;WASHINGTON LUIZ;820;;;;;M;100;L;-30,0367625;-51,23203357
715;2;7677073;R;;DEMETRIO RIBEIRO;733;;;;;M;100;R;-30,03600757;-51,23188122
716;2;7677073;R;;DEMETRIO RIBEIRO;793;;;;;M;100;R;-30,03607015;-51,23129822
717;2;7677107;R;;WASHINGTON LUIZ;882;;;;;M;100;L;-30,03691836;-51,23149527
718;2;7677107;R;;WASHINGTON LUIZ;956;Ao lado 980;;;;M;100;L;-30,03717525;-51,23071759
719;2;7777105;R;;ESPIRITO SANTO;357;;;;;M;100;R;-30,03691113;-51,23001922
720;2;7677073;R;;DEMETRIO RIBEIRO;899;;;;;M;100;R;-30,03618843;-51,23017408
721;2;7677073;R;;DEMETRIO RIBEIRO;961;;;;;M;100;R;-30,03618802;-51,22957599
722;3;7677073;R;;DEMETRIO RIBEIRO;1067;;;;;M;100;R;-30,03612235;-51,22834399
723;3;7778145;AV;;BORGES DE MEDEIROS;1042;;;x;;M;100;L;-30,03592973;-51,2280407
724;3;7777220;R;;CEL GENUINO;311;Lado oposto 310;;;;M;100;R;-30,03646108;-51,22774446
725;3;7777220;R;;CEL GENUINO;222;;;x;;M;100;L;-30,03588137;-51,22717321
726;3;7877244;R;;JOSE DO PATROCINIO;31;;;x;;M;100;R;-30,03631639;-51,22708791
727;2;7877244;R;;JOSE DO PATROCINIO;123;;x;;;M;100;R;-30,0370122;-51,2263124
728;2;7677081;AV;;LOUREIRO DA SILVA;1700;;;;;M;100;L;-30,03657863;-51,22546592
729;2;7677081;AV;;LOUREIRO DA SILVA;1788;;;;;M;100;L;-30,03583403;-51,22477799
730;2;7877228;R;;GEN LIMA E SILVA;220;Ao lado 234;x;;;M;100;L;-30,03580907;-51,22466648
731;2;7677081;AV;;LOUREIRO DA SILVA;1735;;;;;M;100;R;-30,03727434;-51,22600247
732;2;7677081;AV;;LOUREIRO DA SILVA;1665;Frente lancheria Perimetral;;;;U;0;;;
733;2;7877251;TRAV;DO;CARMO;27;Lado oposto 26;;;;M;100;R;-30,03795817;-51,22572005
734;2;7877244;R;;JOSE DO PATROCINIO;287;;;;;M;100;R;-30,0380294;-51,22520058
735;2;7877343;R;;SARMENTO LEITE;1105;Lado oposto 1100;;;;M;100;R;-30,03838706;-51,22455492
736;2;7877343;R;;SARMENTO LEITE;1021;;;;;M;100;R;-30,03737557;-51,22389963
737;2;7877343;R;;SARMENTO LEITE;929;;;;;M;100;R;-30,03683129;-51,22354837
738;2;7877228;R;;GEN LIMA E SILVA;300;;;;;M;100;L;-30,0365221;-51,22373939
739;3;7877202;R;;LEAO XIII;33;;;;;M;100;R;-30,03654182;-51,22412914
740;2;7877269;TRAV;;COMENDADOR BATISTA;56;;;;;M;100;L;-30,03797044;-51,22333699
741;2;7877293;R;DA;REPUBLICA;356;Lado oposto 355;;;;M;100;L;-30,03824643;-51,22290917
742;2;7877293;R;DA;REPUBLICA;432;;;;;M;100;L;-30,03901355;-51,22402745
743;2;7877293;R;DA;REPUBLICA;496;;;;;M;100;L;-30,03925989;-51,2243819
744;2;7877244;R;;JOSE DO PATROCINIO;373;;;;;M;100;R;-30,03870538;-51,2244626
745;3;7877244;R;;JOSE DO PATROCINIO;479;;;;;M;100;R;-30,039324;-51,22380715
746;2;7877244;R;;JOSE DO PATROCINIO;565;;;;;M;100;R;-30,04000249;-51,22311848
747;2;7877301;R;;LUIZ AFONSO;469;;;;;M;100;R;-30,04045268;-51,22338395
748;2;7877301;R;;LUIZ AFONSO;383;;;;;M;100;R;-30,04004031;-51,22272823
749;2;7877244;R;;JOSE DO PATROCINIO;655;;;;;M;100;R;-30,04063184;-51,22247269
750;2;7876048;R;;ALBERTO TORRES;233;Ao lado 223;;;;U;0;;;
751;2;7877244;R;;JOSE DO PATROCINIO;737;;;;;M;100;R;-30,04127567;-51,22182091
752;2;7976012;R;;LOPO GONCALVES;448;Lado oposto 455;;;;M;100;L;-30,04160283;-51,22185478
753;2;7976012;R;;LOPO GONCALVES;388;Ao lado 378;;;;M;100;L;-30,04146501;-51,2214706
754;2;7876063;R;;JOAQUIM NABUCO;220;Esq. Jose do Patrocinio;;;;M;100;L;-30,04203023;-51,22093061
755;2;7876022;R;;DECIO MARTINS COSTA;20;;;;;U;0;;;
756;2;7876022;R;;DECIO MARTINS COSTA;130;;;;;M;100;L;-30,03970165;-51,22744435
757;2;7876022;R;;DECIO MARTINS COSTA;287;Capatazia da Republica;;;;U;0;;;
758;2;7877293;R;DA;REPUBLICA;801;;;;;M;100;R;-30,04101674;-51,22702893
759;2;7876246;R;;BARONEZA DO GRAVATAI;49;Lado oposto 48;;;;M;100;R;-30,0413923;-51,22644987
760;2;7877301;R;;LUIZ AFONSO;749;Lado oposto 750;;;;M;100;R;-30,04175599;-51,22558413
761;2;7876246;R;;BARONEZA DO GRAVATAI;117;;;;;M;100;R;-30,04197251;-51,22621884
762;2;7876345;PCA;;CONEGO MARCELINO;89;;;;;M;100;R;-30,04185354;-51,22769966
763;2;7776107;AV;;PRAIA DE BELAS;454;;;;;M;100;L;-30,04257418;-51,22781978
764;3;7778145;AV;;BORGES DE MEDEIROS;1555;Frente ao DAER;x;;;M;100;R;-30,04249972;-51,22881397
765;3;7778145;AV;;BORGES DE MEDEIROS;1565;;x;;;M;100;R;-30,04258498;-51,22882306
766;3;7776081;AV;;AURELIANO DE FIGUEIREDO PINTO;80;Frente ao Min. Publico;;;;M;100;L;-30,04265626;-51,23157247
767;2;7776081;AV;;AURELIANO DE FIGUEIREDO PINTO;155;;;;;M;100;R;-30,04288196;-51,23092343
768;2;7776040;R;;DR VICENTE DE PAULA DUTRA;314;;;x;;M;100;L;-30,04354824;-51,22948071
769;2;7776040;R;;DR VICENTE DE PAULA DUTRA;196;Lado oposto 195;;x;;M;100;L;-30,04423821;-51,22984013
770;3;7776040;R;;DR VICENTE DE PAULA DUTRA;78;Estacionamento obliquo;;x;;M;100;L;-30,04359819;-51,2301573
771;2;7778145;AV;;BORGES DE MEDEIROS;2105;;x;;;M;100;R;-30,04422962;-51,22900972
772;2;7776073;R;;CELESTE GOBBATO;23;Ao lado 33;;x;;M;100;R;-30,04550174;-51,23001895
773;2;7776073;R;;CELESTE GOBBATO;119;Lado oposto 120;x;;;M;100;R;-30,04466974;-51,22991153
774;3;7776073;R;;CELESTE GOBBATO;199;Lado oposto 200;;x;;M;100;R;-30,0444489;-51,23047798
775;2;7776073;R;;CELESTE GOBBATO;229;;;x;;M;100;R;-30,04454193;-51,23074571
776;2;7776123;R;;MANOELITO DE ORNELLAS;35;Fundos do Gripo Ipiranga;;x;;M;100;R;-30,04621181;-51,23095943
777;2;7778145;AV;;BORGES DE MEDEIROS;2233;;x;;;M;100;R;-30,04431139;-51,22901965
778;2;7876337;R;;EDMUNDO BITENCOURT;96;Lado oposto 97;;;;M;100;L;-30,0462377;-51,22813541
779;2;7776107;AV;;PRAIA DE BELAS;799;;x;;;M;100;R;-30,04644821;-51,22744724
780;2;7776057;R;;DRA RITA LOBATO;191;;;;;M;100;R;-30,04563424;-51,22746422
781;2;7776057;R;;DRA RITA LOBATO;109;Lado oposto 108;;;;M;100;R;-30,04559223;-51,22793065
782;2;7876329;R;;GEN SERGIO OLIVEIRA;31;;;;;M;100;R;-30,04486244;-51,22784472
783;2;7776107;AV;;PRAIA DE BELAS;579;;x;;;M;100;R;-30,04450386;-51,22762952
784;2;7776024;R;;ISMAEL CHAVES BARCELOS;43;Lado oposto 42;;;;M;100;R;-30,04423272;-51,22822743
